company	firm_id	gvkey	year
bioject.com	1343	14395	2001
mcdonalds.com	50994	7154	2001
amg.com	3873	65886	2001
smith-nephew.com	478	101317	2001
allieddefensegroup.com	3327	13169	2001
westamerica.com	10514	14253	2001
astrazeneca.com	1841	28272	2001
univstainless.com	8833	31170	2001
silverleafresorts.com	7520	64867	2001
bkitech.com	4511	61596	2001
npsp.com	194	30255	2001
xtoenergy.com	5894	28256	2001
bankmbank.com	1181	114880	2001
eppendorf.com	7557	7828	2001
hpinc.com	6520	5581	2001
makemusic.com	9139	60942	2001
tecoenergy.com	12305	10277	2001
wolverineworldwide.com	9946	11566	2001
celanese.com	5155	29711	2001
coach.com	5383	140541	2001
dusapharma.com	12839	24898	2001
helixesg.com	11304	65006	2001
fult.com	3534	14172	2001
chinaunicom.com.hk	4011	137066	2001
cibc.com	11117	15581	2001
maximus.com	4219	64901	2001
thermofisher.com	1035	10530	2001
allenorgan.com	1962	1283	2001
entegris.com	215	137573	2001
pitneybowes.com	2035	8606	2001
litronic.com	8390	121139	2001
cryolife.com	7685	27823	2001
eprkc.com	735463	65710	2001
bbgi.com	10980	129823	2001
wisgrp.com	374472	143710	2001
johnsoncontrols.com	3189	6268	2001
emc.com	11233	63606	2001
cigna.com	8810	2547	2001
applied.com	11267	2101	2001
skechers.com	340963	121142	2001
fxi.com	70995	29341	2001
kcg.com	3575	112366	2001
cognex.com	3379	16188	2001
bontex.com	7394	5133	2001
langerbiomechanics.com	3359	6588	2001
ubproperties.com	2614	5763	2001
auburnbank.com	1612	61055	2001
westpharma.com	11793	11376	2001
nicholasfinancial.com	113	65365	2001
sonifi.com	1065	28998	2001
mgmresorts.com	6475	14418	2001
hitachi.com	10844	5650	2001
valmont.com	552	11094	2001
reynoldsamerican.com	10516	120877	2001
anikatherapeutics.com	7582	28209	2001
besi.com	11151	61814	2001
huntington.com	10573	5786	2001
casipharmaceuticals.com	3202	63030	2001
chinamobileltd.com	5690	65662	2001
morphodetection.com	5757	62688	2001
beaerospace.com	459	21487	2001
id-systems.com	6152	121759	2001
newpark.com	12316	7882	2001
headwaters.com	1351	61576	2001
snapon.com	186283	9778	2001
lbfoster.com	1394	4860	2001
hasbro.com	8441	5518	2001
arlp.com	10364	122915	2001
innodata.com	3284	28717	2001
dentsplysirona.com	4956	13700	2001
aligntech.com	6924	141384	2001
northwest.com	774	30932	2001
harman.com	6355	12788	2001
ixiacom.com	3808	140759	2001
cffc.com	338	65958	2001
ingredion.com	1574	66016	2001
eqcre.com	919	13579	2001
centerpointenergy.com	4378	5742	2001
silabs.com	7291	133288	2001
ceva-dsp.com	828	135788	2001
natuzzi.com	6093	28262	2001
monro.com	4710	24350	2001
marvell.com	8057	137310	2001
verizon.com	7973	2136	2001
natus.com	5395	144436	2001
corusent.com	11000	123415	2001
bankatunion.com	464451	19713	2001
sonosite.com	3041	66728	2001
tcpipelineslp.com	2598	120794	2001
pointer.com	5668	61536	2001
vertro.com	3142	62388	2001
firstplacebank.com	852323	117035	2001
edgar-online.com	877	120816	2001
kinross.com	9716	8644	2001
astronovainc.com	11855	1820	2001
utstar.com	4924	132525	2001
crowncrafts.com	9552	3622	2001
dialsoap.com	4347	63500	2001
danone.com	975	17452	2001
petroquest.com	6144	25874	2001
fednat.com	6844	115766	2001
cngc.com	12608	2803	2001
visteon.com	7430	136648	2001
immunomedics.com	3553	5902	2001
media100.com	368728	3776	2001
honeywell.com	7655	1300	2001
ambassadors.com	12330	61121	2001
bigbuck.com	1420	63044	2001
horizongroup.com	7928	111627	2001
przmgroup.com	8366	122263	2001
tab.com	1667	10312	2001
hawkinsinc.com	6605	5530	2001
o-i.com	1553	8215	2001
westmoreland.com	561	11440	2001
tastykake.com	1942	10345	2001
ing.com	2474	15617	2001
aam.com	10932	117861	2001
rank.com	5365	19613	2001
sylvaninc.com	7051	23080	2001
tracintermodal.com	5780	28214	2001
spstech.com	6804	9332	2001
soligenix.com	2924	13484	2001
hubgroup.com	6893	62378	2001
cresud.com.ar	553	201336	2001
firstmidwest.com	5259	11896	2001
aarcorp.com	11463	1004	2001
uhsinc.com	11602	11032	2001
overlandstorage.com	11704	64408	2001
ricoh-usa.com	7020	1246	2001
acrgroup.com	9519	21686	2001
millicom.com	7637	30024	2001
blackbox.com	5625	26012	2001
escaladeinc.com	5261	4448	2001
brown-forman.com	11200	2435	2001
blackstonemortgagetrust.com	12575	20791	2001
waters.com	4046	61574	2001
atimetals.com	11182	10405	2001
clarcor.com	7097	3093	2001
mediageneral.com	10002	30950	2001
rholp.com	857996	13550	2001
vestcom.com	7888	65179	2001
krispykreme.com	4479	133767	2001
riverviewbank.com	7535	29061	2001
innovative-ss.com	8253	135844	2001
celgene.com	5503	13599	2001
craneae.com	10138	7268	2001
dickclark.com	5240	12977	2001
panamericansilver.com	8236	20670	2001
ffcb.com	3001	31501	2001
claruscorp.com	10398	110962	2001
uil.com	250	10905	2001
anaren.com	9297	1635	2001
gsfinancialcorp.com	7011	64554	2001
peoplesbancorp.com	6655	17106	2001
bostonproperties.com	8868	64925	2001
edelmanfinancial.com	10911	117903	2001
steinwaymusical.com	3025	63424	2001
ardeabio.com	9854	133328	2001
universalamerican.com	9085	17266	2001
snyderslance.com	603	6574	2001
oico.com	4307	8047	2001
erieinsurance.com	3463	61380	2001
ocharleys.com	4334	22829	2001
citizensholdingcompany.com	11221	125234	2001
gmfinancial.com	8031	17197	2001
vicon-security.com	12394	11161	2001
condorhospitality.com	3775	31095	2001
marcuscorp.com	8741	7022	2001
calmainefoods.com	4138	64275	2001
glenborough.com	5681	61941	2001
cpiaero.com	6131	25726	2001
dawson3d.com	12021	3806	2001
fblfinancial.com	8235	63288	2001
mtm.com	3805	29074	2001
wholefoodsmarket.com	5297	24893	2001
gm.com	4053	5073	2001
subsea7.com	763	28456	2001
looksmart.com	5770	122917	2001
nokia.com	6500	23671	2001
thestephanco.com	2270	22496	2001
sm-energy.com	9349	26013	2001
boydgaming.com	8534	29011	2001
hcsgcorp.com	697691	5539	2001
rgcresources.com	4121	9171	2001
netapp.com	154	61591	2001
mfafinancial.com	2540	15101	2001
coventryhealthcare.com	3126	13397	2001
revlon.com	2952	62290	2001
scivanta.com	692080	66659	2001
1stsource.com	5567	15199	2001
egov.com	545	122078	2001
theubank.com	5895	108664	2001
valence.com	9496	25224	2001
costabrands.com	12684	3612	2001
take2games.com	22	64630	2001
mercuryairgroup.com	4161	5847	2001
fthr.com	4414	30709	2001
nike.com	4755	7906	2001
cmsenergy.com	12024	3439	2001
reckson.com	6453	31858	2001
chindex.com	10448	30618	2001
aswater.com	11323	9849	2001
chemtura.com	4251	3607	2001
cadizinc.com	12301	12964	2001
lennoxinternational.com	8042	122380	2001
macronix.com	10272	62824	2001
nisource.com	378826	7974	2001
millerind.com	4313	30558	2001
janus.com	244	137232	2001
barnesandnoble.com	7318	120773	2001
mattson.com	1264	30710	2001
juniper.net	7128	121718	2001
pwod.com	732482	19159	2001
nblenergy.com	3312	7912	2001
amwater.com	8190	1587	2001
carriageservices.com	906	63456	2001
esi.com	7179	4274	2001
finisar.com	2331	126417	2001
nathansfamous.com	4078	7696	2001
cabotcmp.com	5045	133726	2001
ttec.com	347593	63417	2001
superiorgroupofcompanies.com	885698	10198	2001
bladex.com	7319	25751	2001
websense.com	12675	133432	2001
americamovil.com	12768	142248	2001
jackhenry.com	7348	11811	2001
omtool.com	516	65242	2001
tenethealth.com	2959	7750	2001
franklinresources.com	9285	4885	2001
aecom.com	64333	10813	2001
cherokeeglobalbrands.com	5494	24096	2001
duke-energy.com	6612	4093	2001
partycity.com	1891	62491	2001
viropharma.com	2268	64004	2001
ntic.com	10754	19209	2001
rofin.com	7245	63651	2001
sapient.com	6556	62602	2001
alstom.com	8703	218399	2001
brunswickbank.com	2678	17461	2001
shiloh.com	11342	28518	2001
commercebank.com	10083	3238	2001
autonomy.com	2834	221237	2001
telmex.com	1957	19625	2001
ezcorp.com	4312	24430	2001
eni.com	9949	61616	2001
illumina.com	10945	138205	2001
atlaspipelinepartners.com	11632	144097	2001
lear.com	10815	16477	2001
falconstor.com	40	30398	2001
simon.com	6309	29389	2001
alticeusa.com	8311	12485	2001
mechtech.com	2163	7183	2001
checkpointsystems.com	536630	2953	2001
jefferies.com	7807	6682	2001
pccw.com	3381	206956	2001
coopertire.com	7962	3502	2001
netwolves.com	10882	22248	2001
casella.com	5807	65702	2001
evrazna.com	12627	14384	2001
asvllc.com	2774	30584	2001
medicis.com	1873	21186	2001
chk.com	7243	27786	2001
horizonhealth.com	10922	31614	2001
intelsat.com	5577	61340	2001
aflac.com	9952	1449	2001
occfiber.com	2502	62553	2001
bostonacoustics.com	168	12898	2001
xerox.com	9388	11636	2001
transcanada.com	1556	10671	2001
unitybank.com	8230	62243	2001
invacare.com	10144	6158	2001
congoleum.com	7251	31479	2001
hp.com	1353	5606	2001
americanexpress.com	8392	1447	2001
saesgetters.com	7228	101689	2001
aegion.com	4805	5978	2001
gigatronics.com	4648	5165	2001
circor.com	9170	124775	2001
bocaresort.com	5525	63976	2001
corel.com	3843	17080	2001
mbfinancial.com	9675	31692	2001
abraxaspetroleum.com	10036	24005	2001
ufpt.com	5592	29449	2001
aleris.com	8401	13712	2001
comcast.com	39	3226	2001
pultegroupinc.com	4045	8823	2001
franklinwireless.com	12813	14112	2001
strasbaugh.com	12200	61753	2001
slindustries.com	11667	9325	2001
embarcadero.com	3733	134447	2001
modernsystems.com	6802	64325	2001
coeur.com	7000	3153	2001
pldt.com	4674	8544	2001
ameripath.com	7601	65669	2001
dialog-semiconductor.com	9272	233038	2001
sourcehov.com	193474	61859	2001
onstreammedia.com	4866	65180	2001
atrioncorp.com	7726	1234	2001
novonordisk.com	6099	8020	2001
microfocus.com	341752	11910	2001
polyone.com	5811	28194	2001
flamemaster.com	10963	4758	2001
hrsoft.com	10626	127177	2001
mrcy.com	8702	66393	2001
huttig.com	5963	5792	2001
altera.com	10784	14324	2001
celsion.com	5955	2990	2001
magellanpetroleum.com	10707	6936	2001
ica.com.mx	5466	25160	2001
tgtherapeutics.com	1853	61711	2001
polaris.com	5219	14311	2001
coastdistribution.com	659	3129	2001
kindermorgan.com	11699	25627	2001
bokf.com	5502	24447	2001
smartandfinal.com	7718	24356	2001
sbr-sabine.com	572	9346	2001
lionsgate.com	2041	28378	2001
famousdaves.com	6615	63930	2001
akorn.com	5025	14304	2001
philips.com	6975	8546	2001
barnesandnobleinc.com	12707	28924	2001
triotech.com	9119	10740	2001
lifecore.com	7958	3916	2001
fxenergy.com	929	28460	2001
acmeunited.com	6737	1104	2001
linear.com	6096	12216	2001
navistar.com	4599	6081	2001
glassbridge.com	3400	63138	2001
telecomsys.com	9334	138613	2001
coastdental.com	11073	64367	2001
marinemax.com	11173	111103	2001
essintial.com	3210	5432	2001
edelbrock.com	5776	30832	2001
microsemi.com	12234	7346	2001
rubytuesday.com	2591	7566	2001
ctbinc.com	9618	65313	2001
alanco.com	320	1228	2001
brninc.com	3926	2052	2001
axiall.com	6483	12895	2001
xata.com	7299	28775	2001
turbochef.com	6311	30008	2001
impaccompanies.com	3060	61586	2001
caterpillar.com	2588	2817	2001
garmin.com	130	141459	2001
greenmountainpower.com	7144	5330	2001
kimcorealty.com	3557	24731	2001
scottishre.com	8887	116224	2001
gniop.com	7403	5313	2001
collinsind.com	755342	3178	2001
endocare.com	9849	62200	2001
modtech.com	8143	22810	2001
immtechpharma.com	2572	120051	2001
onsemi.com	9262	134932	2001
innsuitestrust.com	7859	8987	2001
carnivalplc.com	896513	140821	2001
nrg.com	1350	135990	2001
esterline.com	6243	4460	2001
skywest.com	8239	12392	2001
tdsinc.com	6709	10411	2001
calwatergroup.com	11642	2628	2001
joe.com	4320	12544	2001
ventasreit.com	4315	110179	2001
sterlingbancorp.com	11300	117161	2001
bonton.com	8132	24483	2001
stbancorp.com	3868	19570	2001
dxpe.com	8541	64223	2001
ies-co.com	2509	66371	2001
nvrinc.com	6763	12459	2001
apcooilandgas.com	2866	1682	2001
cyberoptics.com	2796	14108	2001
socketmobile.com	11745	60801	2001
american-vanguard.com	9340	1585	2001
accenture.com	492	143357	2001
healthtronics.com	3671	2589	2001
repligen.com	3209	12181	2001
wavetrue.com	2382	64688	2001
ctg.com	12834	3342	2001
tejonranch.com	5766	10390	2001
websteronline.com	8160	17150	2001
triadguaranty.com	1186	29055	2001
regalbeloit.com	1948	9016	2001
csair.com	985	205809	2001
move.com	10985	122674	2001
rtwi.com	11360	31737	2001
gilcio.com	4836	31159	2001
boh.com	6056	2005	2001
datalink.com	7798	113269	2001
harsco.com	9707	5496	2001
westernmetalscorp.com	8282	29367	2001
tcfbank.com	9796	15363	2001
rouseproperties.com	6473	9256	2001
syngenta.com	6386	241216	2001
udr.com	8738	10894	2001
exelixis.com	4923	133885	2001
millenniumhcs.com	5414	31394	2001
bbxcapital.com	4215	16681	2001
shoecarnival.com	856145	27938	2001
chevron.com	12242	2991	2001
sportchalet.com	8394	25946	2001
libbey.com	9761	28462	2001
pricesmart.com	3190	65343	2001
us-concrete.com	5612	120824	2001
central.com	4897	25536	2001
lci1.com	2408	11796	2001
internationalpaper.com	12803	6104	2001
englobal.com	3938	61971	2001
fox.com	277	115872	2001
eastman.com	12012	29392	2001
avaloncorrections.com	3835	24114	2001
bigheartpet.com	11952	24283	2001
univision.com	3341	63669	2001
orthosynetics.com	9667	31223	2001
mcdermott.com	2072	7152	2001
federalsignal.com	4935	4608	2001
charlesriverassociates.com	12219	109919	2001
medical-action.com	11755	7205	2001
waynebank.com	7740	66155	2001
egscorp.com	4346	61407	2001
meritor.com	5326	65399	2001
badgermeter.com	4892	1968	2001
goodyear.com	10174	5234	2001
aquaamerica.com	9649	8542	2001
ene.com	9396	13128	2001
synalloy.com	1738	10236	2001
interface.com	9078	6034	2001
joann.com	6801	4523	2001
northwaybank.com	5818	107643	2001
hinghamsavings.com	12143	16967	2001
sunovion.com	9300	24473	2001
trimedyne.com	5455	10734	2001
ni.com	5376	31607	2001
syb.com	678	22717	2001
biolargo.com	9702	24797	2001
stryker.com	3394	10115	2001
cirrus.com	9747	16401	2001
sigmaaldrich.com	4325	9699	2001
walmart.com	4188	11259	2001
mt.com	8189	65772	2001
rudolphtech.com	1085	126423	2001
magellanhealth.com	10854	2940	2001
eatatelmers.com	9249	11727	2001
grupoelektra.com.mx	2981	61761	2001
livanova.com	12708	27810	2001
airspan.com	7681	137861	2001
cedarrealtytrust.com	10099	13189	2001
reprosrx.com	9718	27988	2001
midsouthbank.com	6668	28152	2001
playboyenterprises.com	10370	8638	2001
utc.com	11995	10983	2001
saksincorporated.com	11434	13380	2001
lifetimebrands.com	3430	24099	2001
cvdequipment.com	5300	2581	2001
wipro.com	4677	204867	2001
metso.com	10924	102345	2001
regencycenters.com	2376	29099	2001
hersha.com	11143	117260	2001
kforce.com	8870	61179	2001
loews.com	7547	6781	2001
sprint.com	6083	10984	2001
belfuse.com	9475	2124	2001
orange.com	2890	220940	2001
jewettcameron.com	7603	25406	2001
compuware.com	12400	26011	2001
matw.com	10482	30477	2001
purebio.com	5481	63448	2001
99only.com	10141	62922	2001
psychemedics.com	5928	13733	2001
greatlakesav.com	7527	29608	2001
coherent.com	8362	3157	2001
federatedinvestors.com	10426	66731	2001
ariad.com	3998	30674	2001
atlasair.com	8545	61155	2001
transconrealty-invest.com	12045	3410	2001
presrealty.com	7273	8734	2001
closuremed.com	9005	63617	2001
torminerals.com	1054	15027	2001
jackinthebox.com	11694	13092	2001
cemex.com	1261	105089	2001
bgcpartners.com	8888	127377	2001
sixflags.com	6334	10567	2001
peets.com	6916	140897	2001
equityapartments.com	11548	28733	2001
bbvacompass.com	5059	2849	2001
gses.com	6038	61077	2001
coremt.com	3451	14794	2001
dril-quip.com	1923	65671	2001
bankofmarin.com	791	31764	2001
sportsauthority.com	8008	66278	2001
orcinternational.com	461399	29075	2001
lb.com	12318	6733	2001
perficient.com	10865	122394	2001
mandfworldwide.com	11622	60887	2001
belmond.com	3197	138861	2001
harvardbioscience.com	706	141469	2001
ncibuildingsystems.com	6566	25130	2001
wglholdings.com	12579	11296	2001
rsagroup.com	10837	15664	2001
polycom.com	11943	62730	2001
elite.com	6882	25375	2001
tessco.com	108	30714	2001
westerbeke.com	6213	12518	2001
ampliphibio.com	5564	30236	2001
parlux.com	12265	13163	2001
frpholdings.com	6849	12926	2001
duraauto.com	6081	63483	2001
iff.com	1766	6078	2001
pinnaclewest.com	236	1075	2001
mybank.com	8078	18358	2001
safariland.com	330	15290	2001
mdc-partners.com	2321	20570	2001
radial.com	10143	14386	2001
harleysvillebank.com	938	16957	2001
djoglobal.com	8460	62395	2001
bmtscorp.com	1564	61047	2001
are.com	12564	64821	2001
systemax.com	11558	60931	2001
urbn.com	414	29150	2001
mbakercorp.com	6933	1974	2001
greif.com	1359	5338	2001
flowersfoods.com	11867	4809	2001
agreerealty.com	1844	30067	2001
merge.com	188	66630	2001
safeway.com	2936	9359	2001
uslm.com	9554	8947	2001
davita.com	8404	61483	2001
chuckecheese.com	9227	15092	2001
belden.com	8261	28940	2001
conduent.com	5068	30697	2001
ixys.com	1414	114370	2001
brandywinerealty.com	2148	13562	2001
videodisplay.com	4723	11169	2001
deltek.com	11917	64423	2001
fcagroup.com	529	15172	2001
dole.com	7902	2812	2001
intrado.com	6177	112004	2001
lloydsbankinggroup.com	12603	15929	2001
bmo.com	12545	15580	2001
deltagalil.com	4153	224604	2001
astea.com	6790	61069	2001
sandisk.com	11808	61513	2001
royalgold.com	5409	9273	2001
icadmed.com	2864	12874	2001
ceridian.com	10979	3480	2001
arcb.com	8101	1743	2001
celestica.com	9089	112158	2001
towerautomotive.com	6203	30598	2001
nytco.com	2791	7866	2001
dgsecompanies.com	274447	12096	2001
first-online.com	221	18276	2001
innkeepersusa.com	10271	30692	2001
landsend.com	10782	12631	2001
initioinc.com	946	5965	2001
vca.com	1136	24539	2001
nektar.com	1904	30137	2001
tibco.com	667	122061	2001
scientificgames.com	11227	10991	2001
key.com	11760	9783	2001
vfc.com	8436	11060	2001
ihgplc.com	6904	20067	2001
pilgrims.com	9739	12785	2001
harleysvillegroup.com	81	16955	2001
crossroadsbanking.com	4241	28058	2001
cavalieralabama.com	7942	12047	2001
detrex.com	6784	3895	2001
cognizant.com	2088	111864	2001
datalex.com	5721	140797	2001
avid.com	827	27925	2001
exeledholdings.com	450777	63026	2001
sinopec.com	7621	140756	2001
oxfordinc.com	1383	8219	2001
infosys.com	3201	211009	2001
qep.com	3417	63593	2001
amcor.com	1483	100243	2001
atmi.com	7137	29274	2001
suncommunities.com	12205	29359	2001
tompkinsfinancial.com	7611	17240	2001
zixcorp.com	1983	16531	2001
numerex.com	3059	30029	2001
netease.com	2495	137435	2001
officedepot.com	11002	14624	2001
interpacediagnostics.com	885	110728	2001
publicstorage.com	1544	10096	2001
staples.com	5849	15521	2001
castlerocksecurity.com	3104	25692	2001
invivocorp.com	11488	13198	2001
btplc.com	10097	2411	2001
bannerbank.com	4226	61487	2001
valassis.com	11421	25021	2001
progress.com	12027	24352	2001
pattersoncompanies.com	3683	25880	2001
rowan.com	2989	9258	2001
sonicfoundry.com	2261	109186	2001
telular.com	6539	29634	2001
sunlinkhealth.com	42835	10380	2001
angloamerican.com	9099	15508	2001
servotronics.com	1334	9619	2001
columbia.com	4189	105936	2001
connectonebank.com	6034	17724	2001
hormelfoods.com	857	5709	2001
idacorpinc.com	7126	5870	2001
iberdrolausa.com	4518	7862	2001
bjs.com	10582	65105	2001
thewalkingcompany.com	3182	65484	2001
emdmillipore.com	4197	7409	2001
hycorbiomedical.com	11020	5798	2001
torchroyalty.com	4776	29265	2001
berkshirehathaway.com	200	2176	2001
nviro.com	158683	28989	2001
ftek.com	7794	28819	2001
airgas.com	7844	12950	2001
hmgcourtland.com	3324	5408	2001
nnnreit.com	3542	12140	2001
healthyplanet.com	11660	2785	2001
fmctechnologies.com	2164	142811	2001
ign.com	57720	133186	2001
molsoncoors.com	775	3505	2001
kuo.com.mx	2402	30462	2001
thepantry.com	10719	31392	2001
bassettfurniture.com	7232	2080	2001
katespadeandcompany.com	9240	6768	2001
inficon.com	1769	141076	2001
gwrr.com	4628	63123	2001
aspyra.com	11576	3584	2001
calero.com	757	7576	2001
emmis.com	3252	15337	2001
qlogic.com	9430	29791	2001
wwe.com	4620	125240	2001
precast.com	2748	8717	2001
blimpie.com	936	22383	2001
alamo-group.com	10156	27960	2001
nacco.com	7617	7938	2001
morgansfoods.com	10085	7575	2001
ffin.com	10711	29101	2001
amsafety.com	588	66681	2001
atalantasosnoff.com	2504	12334	2001
cbiz.com	692	31752	2001
ecollege.com	6401	127436	2001
ubsi-inc.com	2179	17248	2001
omnicare.com	2218	8133	2001
alufinc.com	4832	1109	2001
sleepnumber.com	11850	116504	2001
virco.com	4058	11185	2001
communitywest.com	12113	62646	2001
kclife.com	8427	6333	2001
centurybank.com	10374	16748	2001
costargroup.com	871758	112111	2001
soundhealthsolution.com	827892	65034	2001
nwpipe.com	11259	61635	2001
firstaviation.com	3563	64433	2001
treehousefoods.com	8515	29942	2001
titan-intl.com	2095	28295	2001
rfindustries.com	3200	2829	2001
studentadvantage.com	10693	121415	2001
worldmarkbywyndham.com	2118	65291	2001
busey.com	11702	18329	2001
winmillco.com	524	2467	2001
sempris.com	3342	25096	2001
rmcf.com	2029	11976	2001
digitalturbine.com	10534	9551	2001
emisphere.com	2292	15446	2001
diamondconsultants.com	3580	64418	2001
vulcanmaterials.com	4697	11228	2001
telefonica.com	9776	13683	2001
decode.com	12010	137803	2001
advbiomaterials.com	1988	63029	2001
harris.com	5041	5492	2001
capitalone.com	440	30990	2001
equitylifestyleproperties.com	688	27875	2001
mohawkind.com	11846	25119	2001
loansbyworld.com	9035	24725	2001
ashland.com	11738	1794	2001
amagpharma.com	11608	12250	2001
uhrit.com	9156	13580	2001
veeco.com	8296	11124	2001
masonite.com	3248	20696	2001
childrensplace.com	12512	65430	2001
logicdevices.com	2037	14938	2001
dukerealty.com	1979	13510	2001
centralpacificbank.com	4146	16705	2001
crowncork.com	4139	3619	2001
panhandleoilandgas.com	5750	19433	2001
cousins.com	794078	3562	2001
dime.com	6829	63135	2001
alicoinc.com	10533	1266	2001
ennis.com	12284	4390	2001
spireenergy.com	10379	6547	2001
dteenergy.com	10287	3897	2001
televisa.com	10329	29850	2001
landstar.com	3315	21440	2001
corelab.com	1655	61759	2001
fullhouseresorts.com	964	28749	2001
analog.com	8580	1632	2001
pixar.com	6978	61627	2001
njresources.com	12499	7849	2001
tangeroutlet.com	1424	28340	2001
pacificofficeproperties.com	3571	14583	2001
blackanddecker.com	4888	2255	2001
car-mart.com	12433	13602	2001
mexicanrestaurantsinc.com	68527	62698	2001
sunlife.com	11094	133289	2001
germanamerican.com	177	28278	2001
apog.com	10695	1686	2001
thefirst.com	6308	111940	2001
oldrepublic.com	351535	14828	2001
careered.com	10021	66379	2001
aa.com	360	1045	2001
pixelworks.com	5112	135044	2001
methode.com	10188	7291	2001
baxter.com	3273	2086	2001
majorauto.com	7039	62832	2001
pmi-us.com	7028	31707	2001
gardnerdenver.com	7061	30098	2001
luxottica.com	3078	20196	2001
deltagas.com	2178	3855	2001
appliedvs.com	8083	62995	2001
canterburypark.com	2453	31099	2001
lakelandbank.com	617	109621	2001
wilhelmina.com	12493	63388	2001
encana.com	10	11781	2001
ups.com	2357	10920	2001
pericom.com	5546	65739	2001
ligand.com	6449	25937	2001
universalmfgco.com	9642	11018	2001
axa.com	9479	63120	2001
tengasco.com	3187	62204	2001
ubs.com	12533	144496	2001
equinor.com	757176	220546	2001
hms.com	12702	26037	2001
firstmerchants.com	8876	16845	2001
raymondjames.com	788	8898	2001
tbaglobal.com	123	29728	2001
nationallampoon.com	11539	13639	2001
iac.com	7624	26061	2001
avaya.com	8323	139662	2001
onvia.com	12647	132482	2001
eogresources.com	4116	16478	2001
beckmancoulter.com	12875	15106	2001
incon.com	1619	31534	2001
intuit.com	4100	27928	2001
jacobs.com	9353	6216	2001
craftmade.com	10116	21427	2001
euro-tech.com	818188	64488	2001
rsac.com	3317	30671	2001
steelcase.com	11485	66290	2001
lowes.com	10087	6829	2001
novavax.com	573	61655	2001
lexar.com	12630	138843	2001
charleshurwitz.com	8840	6873	2001
hkninc.com	2484	5475	2001
goldmansachs.com	7889	114628	2001
vical.com	3619	27920	2001
oreholdings.com	7091	65893	2001
millenniumcell.com	9696	138609	2001
universalcorp.com	12096	11017	2001
igld.com	3701	122874	2001
trex.com	764	119316	2001
interlinkelectronics.com	1103	28374	2001
nexteraenergy.com	12230	4517	2001
firstusbank.com	661	66597	2001
costuless.com	968	112552	2001
ubm.com	380	14611	2001
gates.com	672766	17225	2001
aciworldwide.com	12362	31564	2001
castlemetals.com	887	2811	2001
st.com	2766	31142	2001
ballard.com	12315	28724	2001
albemarle.com	2734	29751	2001
bench.com	5667	23084	2001
technipfmc.com	9239	30923	2001
medtox.com	12083	12091	2001
hbfuller.com	7384	4926	2001
insighthealth.com	2597	24495	2001
covance.com	790	64162	2001
jjsnack.com	7982	12825	2001
tsys.com	4948	10631	2001
craneco.com	11557	3580	2001
trustcobank.com	8886	17245	2001
lojack.com	1784	12789	2001
harristeeter.com	11041	9284	2001
smithandwollensky.com	4039	143754	2001
utahmed.com	7451	11051	2001
spectrum.com	758123	126136	2001
hcpi.com	4970	13125	2001
phihelico.com	7837	8515	2001
mgic.com	4290	24379	2001
marps-marine.com	3338	7034	2001
hudsontech.com	11823	30899	2001
dyntek.com	7939	26064	2001
newconceptenergy.com	1939	11372	2001
harley-davidson.com	6906	12389	2001
idexx.com	183	24197	2001
alkermes.com	12031	24302	2001
hopto.com	7620	64021	2001
fico.com	1362	13824	2001
pginvestor.com	9267	8762	2001
channell.com	12859	63195	2001
inseego.com	2911	141178	2001
bruker.com	3018	138483	2001
hughessupply.com	10830	5774	2001
pnmresources.com	12388	8807	2001
extendicare.com	1422	13992	2001
ezenia.com	7052	31854	2001
coopercos.com	10804	3504	2001
moduslink.com	2275	29621	2001
danaher.com	8499	3735	2001
prophotonix.com	5293	30209	2001
axcelis.com	11012	137602	2001
annaly.com	5782	65556	2001
imanage.com	152543	126495	2001
viefinancial.com	765699	62739	2001
anheuser-busch.com	11240	1663	2001
rivierahotel.com	6220	31634	2001
americangreetings.com	403683	1468	2001
rogerscorp.com	7380	9216	2001
ericsson.com	3862	4439	2001
daveandbusters.com	6344	60923	2001
ultimatesoftware.com	12237	111064	2001
talonzippers.com	1451	66360	2001
weismarkets.com	870573	11343	2001
deltathree.com	6956	126714	2001
maac.com	5315	29649	2001
agilent.com	63727	126554	2001
hptreit.com	950	61188	2001
osi-systems.com	6791	65607	2001
prosperitybankusa.com	1149	115876	2001
mktg.com	1601	25845	2001
telesoft.com	9482	60964	2001
deltaapparelinc.com	4509	137432	2001
avidbio.com	754713	14603	2001
ryerson.com	3310	5968	2001
fiserv.com	7042	12635	2001
wsiindustries.com	6736	11302	2001
orbotech.com	11549	8169	2001
biotimeinc.com	10970	24996	2001
amenproperties.com	7695	65464	2001
clairestores.com	9372	3087	2001
exactsciences.com	5483	141277	2001
pacsun.com	11641	27937	2001
warnermediagroup.com	913298	25056	2001
microstrategy.com	1008	111534	2001
fccgi.com	1499	108970	2001
crosscountryhealthcare.com	3702	144396	2001
endologix.com	6921	63083	2001
josbank.com	238	30138	2001
brinks.com	1125	28590	2001
asaltd.com	11585	1062	2001
maximintegrated.com	12023	14256	2001
harlandclarke.com	2206	5476	2001
lpcorp.com	5844	6821	2001
leggmason.com	4180	6653	2001
evgenergy.com	9892	25691	2001
autoweb.com	151882	119173	2001
ford.com	9651	4839	2001
gormanrupp.com	3171	5237	2001
gibraltar1.com	1001	29131	2001
